No,Classification,Name of Cultural Heritage,Korean,ccebAsno,heritage_url,img
115,National Treasure,Celadon Melon-shaped Bottle with Inlaid Peony and Chrysanthemum Design,청자 상감모란국화문 참외모양 병 ( 靑磁 象嵌牡丹菊花文 瓜形 甁 ),01140000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01140000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Melon-shaped+Bottle+with+Inlaid+Peony+and+Chrysanthemum+Design,newdataset/newdata/115/115.jpg
116,National Treasure,Celadon Bowl with Inlaid Scroll Design,청자 상감당초문 완 ( 靑磁 象嵌唐草文 碗 ),01150000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01150000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Bowl+with+Inlaid+Scroll+Design,newdataset/newdata/116/116.jpg
117,National Treasure,Celadon Gourd-shaped Ewer with Inlaid Peony Design,청자 상감모란문 표주박모양 주전자 ( 靑磁 象嵌牡丹文 瓢形 注子 ),01160000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01160000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Gourd-shaped+Ewer+with+Inlaid+Peony+Design,newdataset/newdata/117/117.jpg
118,National Treasure,"Iron Seated Vairocana Buddha of Borimsa Temple, Jangheung",장흥 보림사 철조비로자나불좌상 ( 長興 寶林寺 鐵造毘盧遮那佛坐像 ),01170000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01170000&sCcebCtcd=36&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Iron+Seated+Vairocana+Buddha+of+Borimsa+Temple,+Jangheung",newdataset/newdata/118/118.jpg
119,National Treasure,Gilt-bronze Pensive Maitreya Bodhisattva,금동미륵보살반가사유상(1964) ( 金銅彌勒菩薩半跏思惟像(1964) ),01180000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01180000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Pensive+Maitreya+Bodhisattva,newdataset/newdata/119/119.jpg
120,National Treasure,"Gilt-bronze Standing Buddha with Inscription of ""the Seventh Yeonga Year""",금동연가7년명여래입상 ( 金銅延嘉七年銘如來立像 ),01190000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01190000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Buddha+with+Inscription+of+""the+Seventh+Yeonga+Year""",newdataset/newdata/120/120.jpg
121,National Treasure,Bronze Bell of Yongjusa Temple,용주사 동종 ( 龍珠寺 銅鍾 ),01200000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01200000&sCcebCtcd=31&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Bell+of+Yongjusa+Temple,newdataset/newdata/121/121.jpg
122,National Treasure,Hahoe Masks and Byeongsan Masks of Andong,안동 하회탈 및 병산탈 ( 安東 河回탈 및 屛山탈 ),01210000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01210000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Hahoe+Masks+and+Byeongsan+Masks+of+Andong,newdataset/newdata/122/122.jpg
123,National Treasure,"Three-story Stone Pagoda at Jinjeonsa Temple Site, Yangyang",양양 진전사지 삼층석탑 ( 襄陽 陳田寺址 三層石塔 ),01220000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01220000&sCcebCtcd=32&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Three-story+Stone+Pagoda+at+Jinjeonsa+Temple+Site,+Yangyang",newdataset/newdata/123/123.jpg
124,National Treasure,"Reliquaries from the Five-story Stone Pagoda in Wanggung-ri, Iksan",익산 왕궁리 오층석탑 사리장엄구 ( 益山 王宮里 五層石塔 舍利莊嚴具 ),01230000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01230000&sCcebCtcd=35&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Reliquaries+from+the+Five-story+Stone+Pagoda+in+Wanggung-ri,+Iksan",newdataset/newdata/124/124.jpg
125,National Treasure,"Stone Seated Bodhisattva from Hansongsa Temple Site, Gangneung",강릉 한송사지 석조보살좌상 ( 江陵 寒松寺址 石造菩薩坐像 ),01240000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01240000&sCcebCtcd=32&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stone+Seated+Bodhisattva+from+Hansongsa+Temple+Site,+Gangneung",newdataset/newdata/125/125.jpg
126,National Treasure,Green-glazed Burial Urn (Granite Case),녹유골호(부석제외함) ( 綠釉骨壺(附石製外函) ),01250000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01250000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Green-glazed+Burial+Urn+(Granite+Case),newdataset/newdata/126/126.jpg
127,National Treasure,Reliquaries from the Three-story Stone Pagoda of Bulguksa Temple,불국사 삼층석탑 사리장엄구 ( 佛國寺 三層石塔 舍利莊嚴具 ),01260000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01260000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Reliquaries+from+the+Three-story+Stone+Pagoda+of+Bulguksa+Temple,newdataset/newdata/127/127.jpg
128,National Treasure,"Gilt-bronze Standing Avalokitesvara Bodhisattva from Samyang-dong, Seoul",서울 삼양동 금동관음보살입상 ( 서울 三陽洞 金銅觀音菩薩立像 ),01270000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01270000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Avalokitesvara+Bodhisattva+from+Samyang-dong,+Seoul",newdataset/newdata/128/128.jpg
129,National Treasure,Gilt-bronze Standing Avalokitesvara Bodhisattva,금동관음보살입상 ( 金銅觀音菩薩立像 ),01280000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01280000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Avalokitesvara+Bodhisattva,newdataset/newdata/129/129.jpg
130,National Treasure,Gilt-bronze Standing Bodhisattva,금동보살입상(1968) ( 金銅菩薩立像(1968) ),01290000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01290000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Bodhisattva,newdataset/newdata/130/130.jpg
131,National Treasure,"Five-story Stone Pagoda in Jukjang-ri, Gumi",구미 죽장리 오층석탑 ( 龜尾 竹杖里 五層石塔 ),01300000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01300000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Five-story+Stone+Pagoda+in+Jukjang-ri,+Gumi",newdataset/newdata/131/131.jpg
132,National Treasure,Family Register of Hwaryeong-bu Prefecture Written in the Late Goryeo Dynasty,고려말 화령부 호적 관련 고문서 ( 高麗末 和寧府 戶籍 關聯 古文書 ),01310000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01310000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Family+Register+of+Hwaryeong-bu+Prefecture+Written+in+the+Late+Goryeo+Dynasty,newdataset/newdata/132/132.jpg
133,National Treasure,Jingbirok (The Book of Correction),징비록 ( 懲毖錄 ),01320000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01320000&sCcebCtcd=37&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Jingbirok+(The+Book+of+Correction),newdataset/newdata/133/133.jpg
134,National Treasure,Celadon Gourd-shaped Ewer with Lotus Design in Underglaze Copper,청자 동화연화문 표주박모양 주전자 ( 靑磁 銅畵蓮花文 瓢形 注子 ),01330000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01330000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Celadon+Gourd-shaped+Ewer+with+Lotus+Design+in+Underglaze+Copper,newdataset/newdata/134/134.jpg
135,National Treasure,Gilt-bronze Standing Bodhisattva Triad,금동보살삼존입상 ( 金銅菩薩三尊立像 ),01340000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01340000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Standing+Bodhisattva+Triad,newdataset/newdata/135/135.jpg
136,National Treasure,Album of Genre Paintings by Sin Yun-bok,신윤복 필 풍속도 화첩 ( 申潤福 筆 風俗圖 畵帖 ),01350000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01350000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Album+of+Genre+Paintings+by+Sin+Yun-bok,newdataset/newdata/136/136.jpg
137,National Treasure,Gilt-bronze Miniature Buddhist Flagpole with Dragon Finial,금동 용두보당 ( 金銅 龍頭寶幢 ),01360000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01360000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gilt-bronze+Miniature+Buddhist+Flagpole+with+Dragon+Finial,newdataset/newdata/137/137.jpg
138,National Treasure,"Bronze Artifacts from Bisan-dong, Daegu",대구 비산동 청동기 일괄 - 검 및 칼집 부속 ( 大邱 飛山洞 靑銅器 一括 - 劍 및 劍鞘附屬 ),01370100,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01370100&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Artifacts+from+Bisan-dong,+Daegu",newdataset/newdata/138/138.jpg
139,National Treasure,"Bronze Artifacts from Bisan-dong, Daegu",대구 비산동 청동기 일괄 - 투겁창 및 꺾창 ( 大邱 飛山洞 靑銅器 一括 - 鉾 및 戈 ),01370200,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01370200&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Artifacts+from+Bisan-dong,+Daegu",newdataset/newdata/139/139.jpg
140,National Treasure,Gold Crown and Ornaments from Goryeong (Presumed),전 고령 금관 및 장신구 일괄 ( 傳 高靈 金冠 및 裝身具 一括 ),01380000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01380000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Crown+and+Ornaments+from+Goryeong+(Presumed),newdataset/newdata/140/140.jpg
141,National Treasure,Folding Screen of Gunseondo (Daoist Immortals) by Kim Hong-do,김홍도 필 군선도 병풍 ( 金弘道 筆 群仙圖 屛風 ),01390000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01390000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Folding+Screen+of+Gunseondo+(Daoist+Immortals)+by+Kim+Hong-do,newdataset/newdata/141/141.jpg
142,National Treasure,Bronze Mirror with Inlaid Mother-of-pearl Floral Design,나전 화문 동경 ( 螺鈿 花文 銅鏡 ),01400000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01400000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Mirror+with+Inlaid+Mother-of-pearl+Floral+Design,newdataset/newdata/142/142.jpg
143,National Treasure,Bronze Mirror with Fine Linear Design,정문경 ( 精文鏡 ),01410000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01410000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Mirror+with+Fine+Linear+Design,newdataset/newdata/143/143.jpg
144,National Treasure,Dongguk jeongun (Standard Rhymes of the Eastern State),동국정운 ( 東國正韻 ),01420000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01420000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Dongguk+jeongun+(Standard+Rhymes+of+the+Eastern+State),newdataset/newdata/144/144.jpg
145,National Treasure,"Bronze Artifacts from Daegok-ri, Hwasun",화순 대곡리 청동기 일괄 ( 和順 大谷里 靑銅器 一括 ),01430000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01430000&sCcebCtcd=24&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Artifacts+from+Daegok-ri,+Hwasun",newdataset/newdata/145/145.jpg
146,National Treasure,"Rock-carved Seated Buddha in Wolchulsan Mountain, Yeongam",영암 월출산 마애여래좌상 ( 靈巖 月出山 磨崖如來坐像 ),01440000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01440000&sCcebCtcd=36&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Rock-carved+Seated+Buddha+in+Wolchulsan+Mountain,+Yeongam",newdataset/newdata/146/146.jpg
147,National Treasure,Bronze Brazier with Demon Face Decoration,귀면 청동로 ( 鬼面 靑銅爐 ),01450000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01450000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Brazier+with+Demon+Face+Decoration,newdataset/newdata/147/147.jpg
148,National Treasure,Bronze Rattles from Nonsan (Presumed),전 논산 청동방울 일괄 ( 傳 論山 靑銅鈴 一括 ),01460000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01460000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Rattles+from+Nonsan+(Presumed),newdataset/newdata/148/148.jpg
149,National Treasure,"Petroglyphs of Cheonjeon-ri, Ulju",울주 천전리 명문과 암각화 ( 蔚州 川前里 銘文과 岩刻畫 ),01470000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01470000&sCcebCtcd=26&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Petroglyphs+of+Cheonjeon-ri,+Ulju",newdataset/newdata/149/149.jpg
150,National Treasure,"Sipchil sachan gogeum tongyo (Essentials of Seventeen Dynastic Histories), Volume 16",십칠사찬고금통요 권16 ( 十七史纂古今通要 卷十六 ),01480100,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01480100&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Sipchil+sachan+gogeum+tongyo+(Essentials+of+Seventeen+Dynastic+Histories),+Volume+16",newdataset/newdata/150/150.jpg
151,National Treasure,"Sipchil sachan gogeum tongyo (Essentials of Seventeen Dynastic Histories), Volume 17",십칠사찬고금통요 권17 ( 十七史纂古今通要 卷十七 ),01480200,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01480200&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Sipchil+sachan+gogeum+tongyo+(Essentials+of+Seventeen+Dynastic+Histories),+Volume+17",newdataset/newdata/151/151.jpg
152,National Treasure,"Dongnae seonsaeng gyojeong buksa sangjeol (Commentary on the History of the Northern Dynasties), Volumes 4 and 5","동래선생교정북사상절 권4, 5 ( 東萊先生校正北史詳節 卷四, 五 )",01490100,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01490100&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Dongnae+seonsaeng+gyojeong+buksa+sangjeol+(Commentary+on+the+History+of+the+Northern+Dynasties),+Volumes+4+and+5",newdataset/newdata/152/152.jpg
153,National Treasure,"Dongnae seonsaeng gyojeong buksa sangjeol (Commentary on the History of the Northern Dynasties), Volume 6",동래선생교정북사상절 권6 ( 東萊先生校正北史詳節 卷六 ),01490200,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01490200&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Dongnae+seonsaeng+gyojeong+buksa+sangjeol+(Commentary+on+the+History+of+the+Northern+Dynasties),+Volume+6",newdataset/newdata/153/153.jpg
154,National Treasure,"Songjo pyojeon chongnyu (Collection of Appeals and Letters to the Emperors of the Song Dynasty), Volume 7",송조표전총류 권7 ( 宋朝表牋總類 卷七 ),01500000,"https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01500000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Songjo+pyojeon+chongnyu+(Collection+of+Appeals+and+Letters+to+the+Emperors+of+the+Song+Dynasty),+Volume+7",newdataset/newdata/154/154.jpg
155,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 정족산사고본 ( 朝鮮王朝實錄 鼎足山史庫本 ),01510100,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01510100&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Joseon+wangjo+sillok+(Annals+of+the+Joseon+Dynasty),newdataset/newdata/155/155.jpg
156,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 태백산사고본 ( 朝鮮王朝實錄 太白山史庫本 ),01510200,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01510200&sCcebCtcd=21&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Joseon+wangjo+sillok+(Annals+of+the+Joseon+Dynasty),newdataset/newdata/156/156.jpg
157,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 오대산사고본 ( 朝鮮王朝實錄 五臺山史庫本 ),01510300,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01510300&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Joseon+wangjo+sillok+(Annals+of+the+Joseon+Dynasty),newdataset/newdata/157/157.jpg
158,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 적상산사고본 ( 朝鮮王朝實錄 赤裳山史庫本 ),01510400,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01510400&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Joseon+wangjo+sillok+(Annals+of+the+Joseon+Dynasty),newdataset/newdata/158/158.jpg
159,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 봉모당본 ( 朝鮮王朝實錄 奉謨堂本 ),01510500,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01510500&sCcebCtcd=31&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Joseon+wangjo+sillok+(Annals+of+the+Joseon+Dynasty),newdataset/newdata/159/159.jpg
160,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 낙질 및 산엽본 ( 朝鮮王朝實錄 落帙 및 散葉本 ),01510600,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01510600&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Joseon+wangjo+sillok+(Annals+of+the+Joseon+Dynasty),newdataset/newdata/160/160.jpg
161,National Treasure,Bibyeonsa deungnok (Records of the Border Defense Council),비변사등록 ( 備邊司謄錄 ),01520000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01520000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bibyeonsa+deungnok+(Records+of+the+Border+Defense+Council),newdataset/newdata/161/161.jpg
162,National Treasure,Ilseongnok (Daily Records of the Royal Court and Important Officials),일성록 ( 日省錄 ),01530000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01530000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Ilseongnok+(Daily+Records+of+the+Royal+Court+and+Important+Officials),newdataset/newdata/162/162.jpg
163,National Treasure,Gold Diadem Ornaments of King Muryeong,무령왕 금제 관식 ( 武寧王 金製 冠飾 ),01540000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01540000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Diadem+Ornaments+of+King+Muryeong,newdataset/newdata/163/163.jpg
164,National Treasure,Gold Diadem Ornaments of the Queen Consort of King Muryeong,무령왕비 금제 관식 ( 武寧王妃 金製 冠飾 ),01550000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01550000&sCcebCtcd=11&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Diadem+Ornaments+of+the+Queen+Consort+of+King+Muryeong,newdataset/newdata/164/164.jpg
165,National Treasure,Gold Earrings of King Muryeong,무령왕 금귀걸이 ( 武寧王 金製耳飾 ),01560000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01560000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Earrings+of+King+Muryeong,newdataset/newdata/165/165.jpg
166,National Treasure,Gold Earrings of the Queen Consort of King Muryeong,무령왕비 금귀걸이 ( 武寧王妃 金製耳飾 ),01570000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01570000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Earrings+of+the+Queen+Consort+of+King+Muryeong,newdataset/newdata/166/166.jpg
167,National Treasure,Gold Necklaces of the Queen Consort of King Muryeong,무령왕비 금목걸이 ( 武寧王妃 金製頸飾 ),01580000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01580000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Necklaces+of+the+Queen+Consort+of+King+Muryeong,newdataset/newdata/167/167.jpg
168,National Treasure,Gold Hairpin of King Muryeong,무령왕 금제 뒤꽂이 ( 武寧王 金製 釵 ),01590000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01590000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Gold+Hairpin+of+King+Muryeong,newdataset/newdata/168/168.jpg
169,National Treasure,Silver Bracelets of the Queen Consort of King Muryeong,무령왕비 은팔찌 ( 武寧王妃 銀製釧 ),01600000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01600000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Silver+Bracelets+of+the+Queen+Consort+of+King+Muryeong,newdataset/newdata/169/169.jpg
170,National Treasure,Bronze Mirrors from the Tomb of King Muryeong,무령왕릉 청동거울 일괄 ( 武寧王陵 銅鏡 一括 ),01610000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01610000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Bronze+Mirrors+from+the+Tomb+of+King+Muryeong,newdataset/newdata/170/170.jpg
171,National Treasure,Stone Guardian from the Tomb of King Muryeong,무령왕릉 석수 ( 武寧王陵 石獸 ),01620000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01620000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Stone+Guardian+from+the+Tomb+of+King+Muryeong,newdataset/newdata/171/171.jpg
172,National Treasure,Buried Memorial Tablets from the Tomb of King Muryeong,무령왕릉 지석 ( 武寧王陵 誌石 ),01630000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01630000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Buried+Memorial+Tablets+from+the+Tomb+of+King+Muryeong,newdataset/newdata/172/172.jpg
173,National Treasure,Headrest of the Queen Consort of King Muryeong,무령왕비 베개 ( 武寧王妃 頭枕 ),01640000,https://english.khs.go.kr/chaen/search/selectGeneralSearchDetail.do?mn=EN_02_02&sCcebKdcd=11&ccebAsno=01640000&sCcebCtcd=34&pageIndex=1&region=&canAsset=&ccebPcd1=&searchWrd=Headrest+of+the+Queen+Consort+of+King+Muryeong,newdataset/newdata/173/173.jpg
